# PBI辐射计算结果 - CLI版本
# 生成时间: 2025-06-19 21:29:34.393265

# 输入参数:
# initial_energy: 3.0
# thickness: 0.0
# density: 1.947
# ionization_energy: 12.0
# g_factor: 0.17
# max_radius: 100.0
# save: True

# SRIM能量损失分析:
# 初始能量: 3.0
# 最终能量: 3.0
# 能量损失: 0.0
# 损失百分比: 0.0
# 密度修正因子: 1.298
# 修正后阻止本领: 6704.17

# 分析结果:
# PBI分子数密度: 3.806764e+00 分子/nm³
# 径迹中心温度: 3,350 K
# 总沉积能量: 1.671808e+00 keV

径向距离_nm	原始剂量_keV_nm3	归一化剂量_keV_nm3	温度_K	单原子能量_eV
5.968299e+01	1.576623e-05	1.074819e-05	9.101689e-01	1.150454e-04
5.986663e+01	1.566703e-05	1.068057e-05	9.044424e-01	1.143216e-04
6.005083e+01	1.556845e-05	1.061336e-05	8.987515e-01	1.136023e-04
6.023560e+01	1.547048e-05	1.054658e-05	8.930959e-01	1.128874e-04
6.042094e+01	1.537312e-05	1.048020e-05	8.874754e-01	1.121770e-04
6.060685e+01	1.527637e-05	1.041424e-05	8.818898e-01	1.114709e-04
6.079333e+01	1.518021e-05	1.034869e-05	8.763388e-01	1.107693e-04
6.098038e+01	1.508465e-05	1.028354e-05	8.708222e-01	1.100720e-04
6.116801e+01	1.498968e-05	1.021880e-05	8.653399e-01	1.093790e-04
6.135622e+01	1.489531e-05	1.015446e-05	8.598915e-01	1.086903e-04
6.154500e+01	1.480152e-05	1.009052e-05	8.544770e-01	1.080060e-04
6.173437e+01	1.470831e-05	1.002698e-05	8.490961e-01	1.073258e-04
6.192432e+01	1.461567e-05	9.963831e-06	8.437485e-01	1.066499e-04
6.211485e+01	1.452362e-05	9.901074e-06	8.384342e-01	1.059781e-04
6.230597e+01	1.443213e-05	9.838706e-06	8.331528e-01	1.053106e-04
6.249768e+01	1.434121e-05	9.776726e-06	8.279042e-01	1.046471e-04
6.268998e+01	1.425086e-05	9.715129e-06	8.226882e-01	1.039878e-04
6.288287e+01	1.416107e-05	9.653916e-06	8.175045e-01	1.033326e-04
6.307635e+01	1.407183e-05	9.593082e-06	8.123530e-01	1.026815e-04
6.327043e+01	1.398315e-05	9.532625e-06	8.072335e-01	1.020344e-04
6.346511e+01	1.389502e-05	9.472544e-06	8.021458e-01	1.013913e-04
6.366038e+01	1.380743e-05	9.412836e-06	7.970896e-01	1.007522e-04
6.385626e+01	1.372039e-05	9.353499e-06	7.920649e-01	1.001171e-04
6.405274e+01	1.363389e-05	9.294530e-06	7.870713e-01	9.948587e-05
6.424982e+01	1.354793e-05	9.235927e-06	7.821087e-01	9.885860e-05
6.444751e+01	1.346250e-05	9.177687e-06	7.771770e-01	9.823522e-05
6.464581e+01	1.337760e-05	9.119810e-06	7.722758e-01	9.761572e-05
6.484471e+01	1.329323e-05	9.062292e-06	7.674051e-01	9.700006e-05
6.504423e+01	1.320938e-05	9.005131e-06	7.625647e-01	9.638823e-05
6.524437e+01	1.312605e-05	8.948324e-06	7.577542e-01	9.578019e-05
6.544512e+01	1.304324e-05	8.891871e-06	7.529737e-01	9.517593e-05
6.564648e+01	1.296095e-05	8.835768e-06	7.482229e-01	9.457542e-05
6.584847e+01	1.287916e-05	8.780014e-06	7.435015e-01	9.397864e-05
6.605108e+01	1.279789e-05	8.724606e-06	7.388095e-01	9.338557e-05
6.625431e+01	1.271712e-05	8.669542e-06	7.341466e-01	9.279618e-05
6.645817e+01	1.263684e-05	8.614820e-06	7.295127e-01	9.221046e-05
6.666265e+01	1.255707e-05	8.560438e-06	7.249076e-01	9.162837e-05
6.686777e+01	1.247780e-05	8.506393e-06	7.203310e-01	9.104989e-05
6.707351e+01	1.239901e-05	8.452685e-06	7.157829e-01	9.047501e-05
6.727989e+01	1.232072e-05	8.399310e-06	7.112631e-01	8.990370e-05
6.748690e+01	1.224291e-05	8.346267e-06	7.067713e-01	8.933595e-05
6.769455e+01	1.216559e-05	8.293553e-06	7.023075e-01	8.877171e-05
6.790284e+01	1.208874e-05	8.241167e-06	6.978713e-01	8.821099e-05
6.811177e+01	1.201238e-05	8.189106e-06	6.934628e-01	8.765375e-05
6.832134e+01	1.193649e-05	8.137369e-06	6.890816e-01	8.709997e-05
6.853156e+01	1.186107e-05	8.085953e-06	6.847277e-01	8.654963e-05
6.874242e+01	1.178611e-05	8.034857e-06	6.804008e-01	8.600271e-05
6.895393e+01	1.171163e-05	7.984078e-06	6.761008e-01	8.545919e-05
6.916610e+01	1.163760e-05	7.933615e-06	6.718275e-01	8.491905e-05
6.937891e+01	1.156404e-05	7.883466e-06	6.675808e-01	8.438226e-05
6.959238e+01	1.149094e-05	7.833628e-06	6.633605e-01	8.384881e-05
6.980651e+01	1.141828e-05	7.784100e-06	6.591664e-01	8.331868e-05
7.002130e+01	1.134609e-05	7.734880e-06	6.549984e-01	8.279184e-05
7.023674e+01	1.127433e-05	7.685966e-06	6.508563e-01	8.226828e-05
7.045286e+01	1.120303e-05	7.637356e-06	6.467399e-01	8.174797e-05
7.066963e+01	1.113217e-05	7.589048e-06	6.426492e-01	8.123090e-05
7.088707e+01	1.106175e-05	7.541041e-06	6.385839e-01	8.071704e-05
7.110518e+01	1.099176e-05	7.493332e-06	6.345438e-01	8.020638e-05
7.132397e+01	1.092222e-05	7.445919e-06	6.305289e-01	7.969889e-05
7.154342e+01	1.085310e-05	7.398802e-06	6.265389e-01	7.919456e-05
7.176355e+01	1.078442e-05	7.351977e-06	6.225737e-01	7.869337e-05
7.198436e+01	1.071616e-05	7.305444e-06	6.186332e-01	7.819529e-05
7.220585e+01	1.064832e-05	7.259200e-06	6.147173e-01	7.770030e-05
7.242802e+01	1.058091e-05	7.213243e-06	6.108256e-01	7.720840e-05
7.265087e+01	1.051392e-05	7.167573e-06	6.069582e-01	7.671956e-05
7.287441e+01	1.044734e-05	7.122186e-06	6.031148e-01	7.623375e-05
7.309864e+01	1.038118e-05	7.077082e-06	5.992953e-01	7.575097e-05
7.332355e+01	1.031543e-05	7.032259e-06	5.954996e-01	7.527119e-05
7.354916e+01	1.025009e-05	6.987714e-06	5.917275e-01	7.479440e-05
7.377546e+01	1.018515e-05	6.943446e-06	5.879789e-01	7.432057e-05
7.400246e+01	1.012062e-05	6.899454e-06	5.842536e-01	7.384969e-05
7.423016e+01	1.005649e-05	6.855736e-06	5.805514e-01	7.338174e-05
7.445856e+01	9.992762e-06	6.812289e-06	5.768724e-01	7.291671e-05
7.468766e+01	9.929428e-06	6.769113e-06	5.732161e-01	7.245456e-05
7.491746e+01	9.866488e-06	6.726205e-06	5.695827e-01	7.199529e-05
7.514797e+01	9.803940e-06	6.683565e-06	5.659718e-01	7.153888e-05
7.537920e+01	9.741781e-06	6.641190e-06	5.623835e-01	7.108531e-05
7.561113e+01	9.680009e-06	6.599078e-06	5.588174e-01	7.063456e-05
7.584378e+01	9.618621e-06	6.557229e-06	5.552736e-01	7.018662e-05
7.607714e+01	9.557616e-06	6.515640e-06	5.517518e-01	6.974147e-05
7.631122e+01	9.496990e-06	6.474311e-06	5.482519e-01	6.929908e-05
7.654602e+01	9.436742e-06	6.433238e-06	5.447739e-01	6.885946e-05
7.678154e+01	9.376868e-06	6.392421e-06	5.413174e-01	6.842256e-05
7.701779e+01	9.317368e-06	6.351858e-06	5.378825e-01	6.798839e-05
7.725477e+01	9.258238e-06	6.311548e-06	5.344690e-01	6.755692e-05
7.749247e+01	9.199476e-06	6.271488e-06	5.310767e-01	6.712814e-05
7.773091e+01	9.141080e-06	6.231679e-06	5.277056e-01	6.670202e-05
7.797007e+01	9.083047e-06	6.192117e-06	5.243554e-01	6.627856e-05
7.820998e+01	9.025376e-06	6.152801e-06	5.210261e-01	6.585774e-05
7.845062e+01	8.968064e-06	6.113730e-06	5.177176e-01	6.543954e-05
7.869201e+01	8.911110e-06	6.074903e-06	5.144296e-01	6.502394e-05
7.893413e+01	8.854509e-06	6.036317e-06	5.111622e-01	6.461093e-05
7.917700e+01	8.798262e-06	5.997972e-06	5.079150e-01	6.420050e-05
7.942062e+01	8.742364e-06	5.959865e-06	5.046881e-01	6.379262e-05
7.966499e+01	8.686815e-06	5.921996e-06	5.014813e-01	6.338728e-05
7.991011e+01	8.631612e-06	5.884363e-06	4.982945e-01	6.298446e-05
8.015599e+01	8.576753e-06	5.846964e-06	4.951275e-01	6.258416e-05
8.040262e+01	8.522235e-06	5.809798e-06	4.919803e-01	6.218635e-05
8.065001e+01	8.468058e-06	5.772864e-06	4.888527e-01	6.179101e-05
8.089816e+01	8.414217e-06	5.736160e-06	4.857445e-01	6.139814e-05
8.114707e+01	8.360713e-06	5.699685e-06	4.826558e-01	6.100772e-05
8.139675e+01	8.307541e-06	5.663437e-06	4.795862e-01	6.061973e-05
8.164720e+01	8.254701e-06	5.627415e-06	4.765358e-01	6.023416e-05
8.189842e+01	8.202191e-06	5.591617e-06	4.735045e-01	5.985100e-05
8.215041e+01	8.150007e-06	5.556042e-06	4.704920e-01	5.947022e-05
8.240318e+01	8.098149e-06	5.520690e-06	4.674982e-01	5.909181e-05
8.265672e+01	8.046615e-06	5.485557e-06	4.645232e-01	5.871576e-05
8.291105e+01	7.995401e-06	5.450644e-06	4.615667e-01	5.834206e-05
8.316616e+01	7.944507e-06	5.415948e-06	4.586286e-01	5.797069e-05
8.342205e+01	7.893930e-06	5.381468e-06	4.557088e-01	5.760163e-05
8.367873e+01	7.843668e-06	5.347204e-06	4.528073e-01	5.723487e-05
8.393620e+01	7.793720e-06	5.313153e-06	4.499238e-01	5.687040e-05
8.419446e+01	7.744083e-06	5.279314e-06	4.470583e-01	5.650820e-05
8.445352e+01	7.694755e-06	5.245687e-06	4.442107e-01	5.614826e-05
8.471337e+01	7.645736e-06	5.212269e-06	4.413808e-01	5.579057e-05
8.497403e+01	7.597021e-06	5.179059e-06	4.385686e-01	5.543510e-05
8.523548e+01	7.548611e-06	5.146057e-06	4.357739e-01	5.508186e-05
8.549774e+01	7.500503e-06	5.113261e-06	4.329967e-01	5.473081e-05
8.576081e+01	7.452695e-06	5.080669e-06	4.302368e-01	5.438196e-05
8.602468e+01	7.405185e-06	5.048280e-06	4.274941e-01	5.403528e-05
8.628937e+01	7.357971e-06	5.016093e-06	4.247685e-01	5.369077e-05
8.655487e+01	7.311052e-06	4.984108e-06	4.220599e-01	5.334840e-05
8.682119e+01	7.264426e-06	4.952321e-06	4.193682e-01	5.300817e-05
8.708833e+01	7.218090e-06	4.920734e-06	4.166933e-01	5.267006e-05
8.735629e+01	7.172044e-06	4.889343e-06	4.140351e-01	5.233406e-05
8.762508e+01	7.126285e-06	4.858148e-06	4.113935e-01	5.200016e-05
8.789469e+01	7.080812e-06	4.827148e-06	4.087683e-01	5.166834e-05
8.816513e+01	7.035622e-06	4.796341e-06	4.061596e-01	5.133860e-05
8.843641e+01	6.990714e-06	4.765726e-06	4.035671e-01	5.101091e-05
8.870852e+01	6.946087e-06	4.735303e-06	4.009908e-01	5.068527e-05
8.898146e+01	6.901738e-06	4.705069e-06	3.984306e-01	5.036165e-05
8.925525e+01	6.857666e-06	4.675024e-06	3.958864e-01	5.004006e-05
8.952988e+01	6.813869e-06	4.645167e-06	3.933580e-01	4.972048e-05
8.980535e+01	6.770346e-06	4.615496e-06	3.908455e-01	4.940289e-05
9.008167e+01	6.727094e-06	4.586011e-06	3.883486e-01	4.908729e-05
9.035884e+01	6.684113e-06	4.556709e-06	3.858673e-01	4.877365e-05
9.063686e+01	6.641400e-06	4.527591e-06	3.834015e-01	4.846198e-05
9.091574e+01	6.598953e-06	4.498654e-06	3.809511e-01	4.815225e-05
9.119548e+01	6.556772e-06	4.469898e-06	3.785160e-01	4.784445e-05
9.147608e+01	6.514854e-06	4.441321e-06	3.760961e-01	4.753858e-05
9.175754e+01	6.473198e-06	4.412924e-06	3.736914e-01	4.723461e-05
9.203987e+01	6.431802e-06	4.384703e-06	3.713016e-01	4.693255e-05
9.232306e+01	6.390664e-06	4.356659e-06	3.689268e-01	4.663237e-05
9.260713e+01	6.349784e-06	4.328790e-06	3.665668e-01	4.633407e-05
9.289207e+01	6.309159e-06	4.301095e-06	3.642216e-01	4.603763e-05
9.317789e+01	6.268787e-06	4.273573e-06	3.618910e-01	4.574304e-05
9.346459e+01	6.228668e-06	4.246223e-06	3.595749e-01	4.545030e-05
9.375217e+01	6.188800e-06	4.219043e-06	3.572734e-01	4.515938e-05
9.404063e+01	6.149181e-06	4.192034e-06	3.549862e-01	4.487028e-05
9.432999e+01	6.109809e-06	4.165194e-06	3.527133e-01	4.458299e-05
9.462023e+01	6.070684e-06	4.138521e-06	3.504546e-01	4.429749e-05
9.491136e+01	6.031803e-06	4.112015e-06	3.482101e-01	4.401378e-05
9.520339e+01	5.993165e-06	4.085674e-06	3.459795e-01	4.373184e-05
9.549632e+01	5.954768e-06	4.059499e-06	3.437629e-01	4.345166e-05
9.579016e+01	5.916612e-06	4.033487e-06	3.415602e-01	4.317323e-05
9.608489e+01	5.878694e-06	4.007637e-06	3.393712e-01	4.289655e-05
9.638053e+01	5.841013e-06	3.981949e-06	3.371960e-01	4.262159e-05
9.667709e+01	5.803568e-06	3.956422e-06	3.350343e-01	4.234836e-05
9.697455e+01	5.766357e-06	3.931054e-06	3.328861e-01	4.207683e-05
9.727293e+01	5.729378e-06	3.905845e-06	3.307514e-01	4.180700e-05
9.757223e+01	5.692631e-06	3.880794e-06	3.286300e-01	4.153886e-05
9.787245e+01	5.656114e-06	3.855899e-06	3.265219e-01	4.127239e-05
9.817359e+01	5.619825e-06	3.831160e-06	3.244270e-01	4.100759e-05
9.847566e+01	5.583763e-06	3.806576e-06	3.223452e-01	4.074445e-05
9.877866e+01	5.547926e-06	3.782145e-06	3.202764e-01	4.048295e-05
9.908259e+01	5.512314e-06	3.757868e-06	3.182205e-01	4.022309e-05
9.938745e+01	5.476925e-06	3.733742e-06	3.161775e-01	3.996486e-05
9.969326e+01	5.441757e-06	3.709767e-06	3.141473e-01	3.970824e-05
1.000000e+02	5.406809e-06	3.685942e-06	3.121298e-01	3.945323e-05
